D-2_smoothed_normalized_wavelength_nm,D-2_smoothed_normalized_abs_au,P-2_smoothed_normalized_wavelength_nm,P-2_smoothed_normalized_abs_au,D-3_smoothed_normalized_wavelength_nm,D-3_smoothed_normalized_abs_au,P-3_smoothed_normalized_wavelength_nm,P-3_smoothed_normalized_abs_au,D-4_smoothed_normalized_wavelength_nm,D-4_smoothed_normalized_abs_au,P-4_smoothed_normalized_wavelength_nm,P-4_smoothed_normalized_abs_au,D-2_raw_wavelength_nm,D-2_raw_abs_au,P-2_raw_wavelength_nm,P-2_raw_abs_au,D-3_raw_wavelength_nm,D-3_raw_abs_au,P-3_raw_wavelength_nm,P-3_raw_abs_au,D-4_raw_wavelength_nm,D-4_raw_abs_au,P-4_raw_wavelength_nm,P-4_raw_abs_au
321.00745,0.104,321.00745,0.93905,320.98456,0.02614,320.98456,0.75602,321.01193,0.03693,321.01193,0.80994,321.00745,0.0515,321.00745,0.46406,320.98456,0.02585,320.98456,0.7652,321.01193,0.03317,321.01193,0.73396
320.4996,0.1059,320.4996,0.95418,320.51566,0.02623,320.51566,0.77639,320.50424,0.03722,320.50424,0.8235,320.4996,0.05214,320.4996,0.46815,320.51566,0.02631,320.51566,0.77812,320.50424,0.03417,320.50424,0.74809
319.99176,0.10721,319.99176,0.96258,320.00772,0.0267,320.00772,0.7895,319.99652,0.03826,319.99652,0.83936,319.99176,0.05272,319.99176,0.47451,320.00772,0.02667,320.00772,0.79616,319.99652,0.03412,319.99652,0.76127
319.48389,0.1084,319.48389,0.97566,319.49969,0.02706,319.49969,0.8078,319.48874,0.03828,319.48874,0.85415,319.48389,0.05286,319.48389,0.4769,319.49969,0.02708,319.49969,0.80956,319.48874,0.0341,319.48874,0.76961
319.01505,0.10869,319.01505,0.98057,318.99167,0.02723,318.99167,0.82139,318.98096,0.03828,318.98096,0.8635,319.01505,0.0529,319.01505,0.47943,318.99167,0.02683,318.99167,0.82451,318.98096,0.03446,318.98096,0.78195
318.50708,0.10877,318.50708,0.98577,318.48355,0.02748,318.48355,0.83657,318.51218,0.03867,318.51218,0.87735,318.50708,0.05345,318.50708,0.48229,318.48355,0.02734,318.48355,0.85688,318.51218,0.03451,318.51218,0.79093
317.99908,0.10989,317.99908,0.99166,318.01456,0.02774,318.01456,0.86941,318.00433,0.03872,318.00433,0.88743,317.99908,0.05424,317.99908,0.48408,318.01456,0.02768,318.01456,0.86025,318.00433,0.03497,318.00433,0.80284
317.49106,0.11153,317.49106,0.99533,317.50638,0.02809,317.50638,0.87283,317.49643,0.03924,317.49643,0.90079,317.49106,0.05433,317.49106,0.48527,317.50638,0.02892,317.50638,0.86782,317.49643,0.03512,317.49643,0.81588
316.98303,0.11171,316.98303,0.99778,316.99823,0.02935,316.99823,0.88051,316.98849,0.0394,316.98849,0.91543,316.98303,0.05505,316.98303,0.48635,316.99823,0.0299,316.99823,0.88044,316.98849,0.03547,316.98849,0.82893
316.51401,0.11319,316.51401,1.00001,316.49002,0.02956,316.49002,0.89332,316.48056,0.0398,316.48056,0.93007,316.51401,0.05533,316.51401,0.48734,316.49002,0.02993,316.49002,0.89917,316.48056,0.03574,316.48056,0.841
316.00589,0.11376,316.00589,1.00001,315.98178,0.03006,315.98178,0.91231,316.01166,0.0401,316.01166,0.94361,316.00589,0.0562,316.00589,0.48707,315.98178,0.02983,315.98178,0.91645,316.01166,0.03636,316.01166,0.84775
315.49774,0.11441,315.49774,0.99884,315.51263,0.03006,315.51263,0.92985,315.50363,0.0408,315.50363,0.95118,315.49774,0.05591,315.49774,0.4869,315.51263,0.02914,315.51263,0.92319,315.50363,0.03723,315.50363,0.86013
314.98956,0.11497,314.98956,0.99861,315.0043,0.03006,315.0043,0.93669,314.99561,0.04118,314.99561,0.96507,314.98956,0.0561,314.98956,0.48579,315.0043,0.02963,315.0043,0.93696,314.99561,0.03676,314.99561,0.86583
314.48135,0.11497,314.48135,0.99691,314.49597,0.03006,314.49597,0.95066,314.48752,0.04125,314.48752,0.97147,314.48135,0.05564,314.48135,0.48568,314.49597,0.03274,314.49597,0.94792,314.48752,0.0367,314.48752,0.87133
314.01224,0.11534,314.01224,0.99458,313.98761,0.03066,313.98761,0.96178,314.01846,0.04125,314.01846,0.97764,314.01224,0.05618,314.01224,0.48485,313.98761,0.03319,313.98761,0.95595,314.01846,0.03694,314.01846,0.87822
313.50397,0.11534,313.50397,0.99381,313.51834,0.03077,313.51834,0.96993,313.51035,0.04144,313.51035,0.98537,313.50397,0.0561,313.50397,0.48371,313.51834,0.03065,313.51834,0.96643,313.51035,0.03696,313.51035,0.88216
312.99567,0.11552,312.99567,0.98942,313.00992,0.03066,313.00992,0.98056,313.00217,0.04147,313.00217,0.98979,312.99567,0.05658,312.99567,0.48334,313.00992,0.03022,313.00992,0.97207,313.00217,0.03726,313.00217,0.88661
312.48734,0.11633,312.48734,0.98778,312.50146,0.03066,312.50146,0.98629,312.49396,0.04181,312.49396,0.99478,312.48734,0.05689,312.48734,0.4812,312.50146,0.03032,312.50146,0.9824,312.49396,0.03754,312.49396,0.88907
312.01807,0.11633,312.01807,0.98486,311.99295,0.03066,311.99295,0.99676,311.98572,0.04212,311.98572,0.99754,312.01807,0.05666,312.01807,0.48041,311.99295,0.03008,311.99295,0.98559,311.98572,0.0377,311.98572,0.89126
311.50964,0.1165,311.50964,0.98041,311.48444,0.03069,311.48444,1,311.51657,0.0423,311.51657,1,311.50964,0.05687,311.50964,0.47899,311.48444,0.03025,311.48444,0.99079,311.51657,0.0379,311.51657,0.89288
311.00125,0.11615,311.00125,0.97538,311.01498,0.03069,311.01498,1.00527,311.00827,0.04251,311.00827,1,311.00125,0.05649,311.00125,0.47682,311.01498,0.03058,311.01498,0.99456,311.00827,0.03789,311.00827,0.89344
310.4928,0.11606,310.4928,0.97005,310.50644,0.03092,310.50644,1.0091,310.49997,0.04253,310.49997,0.99952,310.4928,0.05668,310.4928,0.47438,310.50644,0.03048,310.50644,0.99849,310.49997,0.03833,310.49997,0.89316
309.98428,0.11606,309.98428,0.9664,309.99783,0.03102,309.99783,1.01309,309.99155,0.04261,309.99155,0.99821,309.98428,0.0564,309.98428,0.47178,309.99783,0.03068,309.99783,1.00033,309.99155,0.03797,309.99155,0.89083
309.51492,0.11596,309.51492,0.96243,309.48914,0.03112,309.48914,1.01309,309.48318,0.043,309.48318,0.99562,309.51492,0.05645,309.51492,0.47001,309.48914,0.03072,309.48914,1.00157,309.48318,0.03835,309.48318,0.88966
309.00635,0.11571,309.00635,0.95642,308.9805,0.03113,308.9805,1.01294,309.01385,0.04303,309.01385,0.99202,309.00635,0.05654,309.00635,0.46808,308.9805,0.03091,308.9805,1.00041,309.01385,0.03902,309.01385,0.88735
308.49777,0.11557,308.49777,0.95044,308.51093,0.03117,308.51093,1.01232,308.5054,0.04328,308.5054,0.99007,308.49777,0.05627,308.49777,0.46515,308.51093,0.03067,308.51093,0.99774,308.5054,0.03858,308.5054,0.88414
307.98914,0.11557,307.98914,0.94287,308.0022,0.03132,308.0022,1.00919,307.99692,0.04378,307.99692,0.98328,307.98914,0.05566,307.98914,0.46225,308.0022,0.03094,308.0022,0.99835,307.99692,0.03934,307.99692,0.88241
307.4805,0.11557,307.4805,0.9346,307.49344,0.03132,307.49344,1.00693,307.48837,0.04381,307.48837,0.97786,307.4805,0.05621,307.4805,0.45856,307.49344,0.03087,307.49344,0.99465,307.48837,0.03929,307.48837,0.87636
307.01096,0.11557,307.01096,0.92738,306.98465,0.03135,306.98465,1.00352,307.01898,0.04409,307.01898,0.97316,307.01096,0.05629,307.01096,0.45455,306.98465,0.03111,306.98465,0.99242,307.01898,0.03905,307.01898,0.87153
306.50226,0.11567,306.50226,0.91956,306.51492,0.03135,306.51492,0.99695,306.51041,0.04409,306.51041,0.96931,306.50226,0.05655,306.50226,0.45103,306.51492,0.0309,306.51492,0.98906,306.51041,0.03954,306.51041,0.86734
305.9935,0.11575,305.9935,0.91331,306.00607,0.03135,306.00607,0.99296,306.00177,0.04436,306.00177,0.95996,305.9935,0.05626,305.9935,0.44723,306.00607,0.03089,306.00607,0.98258,306.00177,0.03963,306.00177,0.86391
305.48474,0.11627,305.48474,0.90284,305.49716,0.03135,305.49716,0.9862,305.49316,0.04436,305.49316,0.95678,305.48474,0.05668,305.48474,0.44419,305.49716,0.03107,305.49716,0.97865,305.49316,0.03967,305.49316,0.85558
305.01508,0.11653,305.01508,0.89546,304.98825,0.03153,304.98825,0.98078,304.9845,0.04447,304.9845,0.95095,305.01508,0.05667,305.01508,0.4391,304.98825,0.03153,304.98825,0.97199,304.9845,0.03984,304.9845,0.85274
304.50626,0.11654,304.50626,0.8858,304.51846,0.03155,304.51846,0.97744,304.51489,0.0445,304.51489,0.94407,304.50626,0.0628,304.50626,0.43551,304.51846,0.03113,304.51846,0.96665,304.51489,0.03929,304.51489,0.84754
303.99741,0.1169,303.99741,0.87579,304.00949,0.03158,304.00949,0.96854,304.0062,0.0445,304.0062,0.93658,303.99741,0.05788,303.99741,0.43081,304.00949,0.03126,304.00949,0.96336,304.0062,0.03966,304.0062,0.84141
303.48853,0.11725,303.48853,0.8682,303.50046,0.03158,303.50046,0.96162,303.49741,0.0445,303.49741,0.92836,303.48853,0.05685,303.48853,0.42594,303.50046,0.0311,303.50046,0.95458,303.49741,0.03975,303.49741,0.83474
303.01874,0.1169,303.01874,0.85552,302.99146,0.03155,302.99146,0.95609,302.98862,0.0446,302.98862,0.92076,303.01874,0.05707,303.01874,0.42225,302.99146,0.03125,302.99146,0.94776,302.98862,0.04056,302.98862,0.82741
302.5098,0.11675,302.5098,0.84618,302.48236,0.03155,302.48236,0.94649,302.51895,0.04548,302.51895,0.91266,302.5098,0.05703,302.5098,0.41608,302.48236,0.03123,302.48236,0.94231,302.51895,0.04083,302.51895,0.82064
302.00079,0.11675,302.00079,0.83292,302.01245,0.03154,302.01245,0.9375,302.0101,0.04551,302.0101,0.90358,302.00079,0.05651,302.00079,0.41154,302.01245,0.03108,302.01245,0.93285,302.0101,0.04053,302.0101,0.81342
301.49179,0.1166,301.49179,0.82237,301.50327,0.03151,301.50327,0.92718,301.50122,0.04553,301.50122,0.89496,301.49179,0.05678,301.49179,0.40509,301.50327,0.03109,301.50327,0.92399,301.50122,0.04074,301.50122,0.80532
300.98276,0.1166,300.98276,0.81375,300.99411,0.03138,300.99411,0.91862,300.99228,0.04553,300.99228,0.88106,300.98276,0.05741,300.98276,0.39996,300.99411,0.03106,300.99411,0.91382,300.99228,0.04058,300.99228,0.79764
300.51288,0.1166,300.51288,0.79891,300.48492,0.03138,300.48492,0.91006,300.48337,0.04571,300.48337,0.87568,300.51288,0.05671,300.51288,0.39577,300.48492,0.03093,300.48492,0.90538,300.48337,0.04133,300.48337,0.78525
300.00378,0.11498,300.00378,0.78621,300.01489,0.03138,300.01489,0.90515,300.01352,0.04637,300.01352,0.86169,300.00378,0.05677,300.00378,0.38855,300.01489,0.03088,300.01489,0.89695,300.01352,0.04163,300.01352,0.78045
299.49463,0.1132,299.49463,0.77563,299.50565,0.03133,299.50565,0.89355,299.50452,0.04653,299.50452,0.84989,299.49463,0.05592,299.49463,0.38237,299.50565,0.03098,299.50565,0.89211,299.50452,0.04147,299.50452,0.76799
298.98547,0.1127,298.98547,0.76189,298.99634,0.03133,298.99634,0.88016,298.99551,0.04671,298.99551,0.83881,298.98547,0.05506,298.98547,0.37723,298.99634,0.03094,298.99634,0.88068,298.99551,0.04182,298.99551,0.75747
298.51544,0.11085,298.51544,0.7517,298.48703,0.03139,298.48703,0.8693,298.48642,0.04687,298.48642,0.82793,298.51544,0.05481,298.51544,0.37055,298.48703,0.03085,298.48703,0.86748,298.48642,0.04178,298.48642,0.74759
298.00623,0.10923,298.00623,0.73631,298.01685,0.03139,298.01685,0.85094,298.01651,0.04692,298.01651,0.81558,298.00623,0.05391,298.00623,0.36559,298.01685,0.03109,298.01685,0.85677,298.01651,0.04214,298.01651,0.7379
297.49698,0.10782,297.49698,0.72483,297.50748,0.03134,297.50748,0.83596,297.50739,0.04728,297.50739,0.8043,297.49698,0.05313,297.49698,0.3581,297.50748,0.03196,297.50748,0.83867,297.50739,0.04256,297.50739,0.72689
296.9877,0.10392,296.9877,0.71336,296.99808,0.03134,296.99808,0.82367,296.99823,0.0475,296.99823,0.7914,296.9877,0.05244,296.9877,0.35252,296.99808,0.03259,296.99808,0.82391,296.99823,0.04234,296.99823,0.71684
296.51758,0.10114,296.51758,0.69711,296.48865,0.03134,296.48865,0.81228,296.48907,0.04775,296.48907,0.78219,296.51758,0.05054,296.51758,0.34694,296.48865,0.03089,296.48865,0.8118,296.48907,0.04419,296.48907,0.70534
296.00827,0.10013,296.00827,0.68476,296.01837,0.03134,296.01837,0.79967,296.01901,0.04888,296.01901,0.76411,296.00827,0.04919,296.00827,0.33904,296.01837,0.03053,296.01837,0.80058,296.01901,0.04382,296.01901,0.69713
295.49887,0.09739,295.49887,0.66826,295.50891,0.03134,295.50891,0.78489,295.50977,0.04888,295.50977,0.75051,295.49887,0.0487,295.49887,0.33303,295.50891,0.03092,295.50891,0.78815,295.50977,0.04402,295.50977,0.68102
294.98947,0.09739,294.98947,0.65648,294.99939,0.03138,294.99939,0.76894,295.00049,0.04888,295.00049,0.73909,294.98947,0.04737,294.98947,0.32501,294.99939,0.03173,294.99939,0.77358,295.00049,0.04356,295.00049,0.6689
294.51923,0.09355,294.51923,0.64625,294.48984,0.03145,294.48984,0.7585,294.49118,0.04888,294.49118,0.72624,294.51923,0.0455,294.51923,0.31928,294.48984,0.03307,294.48984,0.75786,294.49118,0.04302,294.49118,0.65872
294.00977,0.08701,294.00977,0.62939,294.01944,0.03145,294.01944,0.74446,293.98184,0.04888,293.98184,0.71522,294.00977,0.05708,294.00977,0.3143,294.01944,0.03155,294.01944,0.74757,293.98184,0.04368,293.98184,0.64727
293.50027,0.08547,293.50027,0.61929,293.50983,0.03145,293.50983,0.73353,293.51172,0.049,293.51172,0.70214,293.50027,0.04232,293.50027,0.3061,293.50983,0.031,293.50983,0.73373,293.51172,0.04379,293.51172,0.63745
292.99075,0.08097,292.99075,0.60315,293.00018,0.03145,293.00018,0.71732,293.00229,0.04914,293.00229,0.68948,292.99075,0.04157,292.99075,0.30119,293.00018,0.03093,293.00018,0.72296,293.00229,0.04436,293.00229,0.62579
292.4812,0.07878,292.4812,0.59092,292.49051,0.03145,292.49051,0.70235,292.49289,0.04977,292.49289,0.67678,292.4812,0.03938,292.4812,0.29334,292.49051,0.03129,292.49051,0.70699,292.49289,0.04465,292.49289,0.61451
292.01083,0.07641,292.01083,0.57967,291.9808,0.03159,291.9808,0.69109,291.98343,0.04977,291.98343,0.66496,292.01083,0.03831,292.01083,0.28739,291.9808,0.03123,291.9808,0.69222,291.98343,0.04443,291.98343,0.60319
291.50125,0.07212,291.50125,0.56497,291.51031,0.03159,291.51031,0.67907,291.51312,0.04985,291.51312,0.65651,291.50125,0.03716,291.50125,0.28192,291.51031,0.03113,291.51031,0.68113,291.51312,0.04492,291.51312,0.59265
290.99161,0.07075,290.99161,0.55621,291.00055,0.03159,291.00055,0.66875,291.00366,0.04985,291.00366,0.64259,290.99161,0.03508,290.99161,0.27478,291.00055,0.03119,291.00055,0.66928,291.00366,0.0443,291.00366,0.58512
290.48196,0.06977,290.48196,0.54622,290.49078,0.03159,290.49078,0.6513,290.49408,0.04995,290.49408,0.63225,290.48196,0.03441,290.48196,0.27051,290.49078,0.03097,290.49078,0.65911,290.49408,0.04494,290.49408,0.57271
290.01147,0.06801,290.01147,0.53444,289.98096,0.03165,289.98096,0.63733,289.98453,0.04995,289.98453,0.62249,290.01147,0.03393,290.01147,0.26565,289.98096,0.03126,289.98096,0.64191,289.98453,0.04493,289.98453,0.5635
289.50177,0.06705,289.50177,0.52442,289.51035,0.03172,289.51035,0.62812,289.51416,0.05041,289.51416,0.61159,289.50177,0.03308,289.50177,0.25993,289.51035,0.03135,289.51035,0.62814,289.51416,0.04451,289.51416,0.5548
288.99197,0.06705,288.99197,0.51338,289.00046,0.03181,289.00046,0.61396,289.00455,0.05041,289.00455,0.59997,288.99197,0.03261,288.99197,0.25505,289.00046,0.03286,289.00046,0.61907,289.00455,0.04519,289.00455,0.54509
288.48221,0.06638,288.48221,0.50729,288.49054,0.03334,288.49054,0.60343,288.49487,0.05071,288.49487,0.58849,288.48221,0.03228,288.48221,0.24968,288.49054,0.03427,288.49054,0.60512,288.49487,0.04534,288.49487,0.53473
288.0116,0.06494,288.0116,0.49719,287.98065,0.03478,287.98065,0.59168,287.98523,0.05087,287.98523,0.57797,288.0116,0.03286,288.0116,0.24672,287.98065,0.03614,287.98065,0.59473,287.98523,0.04615,287.98523,0.5245
287.5018,0.0639,287.5018,0.48976,287.50992,0.03667,287.50992,0.57996,287.51471,0.05178,287.51471,0.56893,287.5018,0.03108,287.5018,0.24181,287.50992,0.03653,287.50992,0.58316,287.51471,0.04709,287.51471,0.51512
286.99197,0.0639,286.99197,0.4804,286.99991,0.03706,286.99991,0.56837,287.00497,0.05252,287.00497,0.55882,286.99197,0.03158,286.99197,0.23819,286.99991,0.03688,286.99991,0.57161,287.00497,0.04681,287.00497,0.50706
286.48203,0.0639,286.48203,0.47708,286.4899,0.03706,286.4899,0.55659,286.49521,0.05284,286.49521,0.55034,286.48203,0.0306,286.48203,0.23364,286.4899,0.03751,286.4899,0.56018,286.49521,0.04771,286.49521,0.49806
286.01135,0.06494,286.01135,0.47197,286.0191,0.03665,286.0191,0.54894,285.98538,0.05305,285.98538,0.54076,286.01135,0.03254,286.01135,0.23203,286.0191,0.03719,286.0191,0.54857,285.98538,0.04728,285.98538,0.49049
285.50137,0.06513,285.50137,0.46129,285.50903,0.03471,285.50903,0.53698,285.5148,0.0535,285.5148,0.53083,285.50137,0.03221,285.50137,0.22954,285.50903,0.03612,285.50903,0.54103,285.5148,0.04768,285.5148,0.48196
284.99142,0.06622,284.99142,0.45524,284.99893,0.03377,284.99893,0.52417,285.00494,0.0535,285.00494,0.52271,284.99142,0.03282,284.99142,0.22435,284.99893,0.03421,284.99893,0.52924,285.00494,0.04886,285.00494,0.47311
284.48141,0.06622,284.48141,0.45013,284.48877,0.03323,284.48877,0.51793,284.49509,0.05392,284.49509,0.51256,284.48141,0.03168,284.48141,0.22141,284.48877,0.03276,284.48877,0.51662,284.49509,0.04805,284.49509,0.46587
284.01059,0.06749,284.01059,0.44821,284.01791,0.03323,284.01791,0.50473,283.98517,0.05483,283.98517,0.50664,284.01059,0.03303,284.01059,0.21892,284.01791,0.03329,284.01791,0.51047,283.98517,0.0489,283.98517,0.45682
283.50055,0.06791,283.50055,0.44043,283.50769,0.03323,283.50769,0.49582,283.51447,0.05486,283.51447,0.49741,283.50055,0.03471,283.50055,0.21799,283.50769,0.03212,283.50769,0.49746,283.51447,0.04943,283.51447,0.45155
282.99051,0.07137,282.99051,0.4358,282.9975,0.03325,282.9975,0.48756,283.00449,0.05546,283.00449,0.49082,282.99051,0.03509,282.99051,0.2142,282.9975,0.03351,282.9975,0.48867,283.00449,0.05072,283.00449,0.44332
282.51959,0.07215,282.51959,0.43044,282.48727,0.03325,282.48727,0.47749,282.49451,0.0569,282.49451,0.48264,282.51959,0.03581,282.51959,0.21195,282.48727,0.03411,282.48727,0.48053,282.49451,0.05136,282.49451,0.43745
282.00943,0.07363,282.00943,0.4266,282.0162,0.03363,282.0162,0.47113,281.98447,0.05763,281.98447,0.47614,282.00943,0.03644,282.00943,0.20934,282.0162,0.03277,282.0162,0.47061,281.98447,0.05169,281.98447,0.43016
281.49927,0.07492,281.49927,0.42184,281.50595,0.03363,281.50595,0.46032,281.51367,0.058,281.51367,0.46854,281.49927,0.03765,281.49927,0.20748,281.50595,0.03314,281.50595,0.46434,281.51367,0.05201,281.51367,0.42437
280.98907,0.07742,280.98907,0.41996,280.99557,0.03363,280.99557,0.45628,281.0036,0.05836,281.0036,0.46059,280.98907,0.03884,280.98907,0.20516,280.99557,0.03329,280.99557,0.45369,281.0036,0.05203,281.0036,0.41759
280.51807,0.07986,280.51807,0.41578,280.48523,0.03378,280.48523,0.45341,280.4935,0.05837,280.4935,0.45333,280.51807,0.03992,280.51807,0.20425,280.48523,0.03372,280.48523,0.44687,280.4935,0.05344,280.4935,0.41051
280.00781,0.08208,280.00781,0.41452,280.01413,0.03422,280.01413,0.4519,279.98337,0.05916,279.98337,0.44729,280.00781,0.04192,280.00781,0.20221,280.01413,0.03412,280.01413,0.44971,279.98337,0.0533,279.98337,0.40403
279.49756,0.0862,279.49756,0.41258,279.50372,0.03424,279.50372,0.43379,279.51245,0.0598,279.51245,0.44122,279.49756,0.04331,279.49756,0.2016,279.50372,0.03375,279.50372,0.44539,279.51245,0.05272,279.51245,0.39865
278.98724,0.08905,278.98724,0.41172,278.99329,0.03462,278.99329,0.42117,279.00223,0.0598,279.00223,0.43519,278.98724,0.04568,278.98724,0.20066,278.99329,0.03532,278.99329,0.42754,279.00223,0.05456,279.00223,0.39324
278.51614,0.09391,278.51614,0.41118,278.48282,0.03584,278.48282,0.41427,278.49203,0.06122,278.49203,0.43002,278.51614,0.0475,278.51614,0.19998,278.48282,0.03625,278.48282,0.4151,278.49203,0.05753,278.49203,0.38786
278.00577,0.09766,278.00577,0.41082,278.0116,0.03656,278.0116,0.40941,277.98178,0.06159,277.98178,0.42556,278.00577,0.04958,278.00577,0.20024,278.0116,0.03603,278.0116,0.4083,277.98178,0.05489,277.98178,0.38326
277.49536,0.10194,277.49536,0.40941,277.50107,0.03678,277.50107,0.40143,277.51077,0.06455,277.51077,0.42069,277.49536,0.05472,277.49536,0.19912,277.50107,0.03815,277.50107,0.40351,277.51077,0.05814,277.51077,0.37929
276.98495,0.11177,276.98495,0.40589,276.99051,0.03781,276.99051,0.39519,277.00046,0.06523,277.00046,0.41549,276.98495,0.05488,276.98495,0.1998,276.99051,0.03761,276.99051,0.39564,277.00046,0.05832,277.00046,0.37494
276.51373,0.11177,276.51373,0.4018,276.51923,0.03816,276.51923,0.39004,276.49017,0.06544,276.49017,0.41049,276.51373,0.05436,276.51373,0.19741,276.51923,0.03727,276.51923,0.38949,276.49017,0.05957,276.49017,0.37031
276.0033,0.11177,276.0033,0.40137,276.00861,0.03816,276.00861,0.38546,276.01904,0.06563,276.01904,0.40504,276.0033,0.05529,276.0033,0.19542,276.00861,0.03916,276.00861,0.38442,276.01904,0.05849,276.01904,0.36585
275.4928,0.11177,275.4928,0.40137,275.49802,0.03973,275.49802,0.37929,275.50867,0.06681,275.50867,0.40179,275.4928,0.05435,275.4928,0.19258,275.49802,0.03937,275.49802,0.37991,275.50867,0.05957,275.50867,0.361
274.98221,0.11369,274.98221,0.40103,274.98734,0.03995,274.98734,0.37391,274.99826,0.06681,274.99826,0.39356,274.98221,0.05961,274.98221,0.19521,274.98734,0.03976,274.98734,0.37383,274.99826,0.06252,274.99826,0.3581
274.51096,0.12256,274.51096,0.40103,274.51593,0.04034,274.51593,0.37107,274.48782,0.06683,274.48782,0.39243,274.51096,0.06372,274.51096,0.19562,274.51593,0.04155,274.51593,0.36852,274.48782,0.05954,274.48782,0.35076
274.00034,0.13102,274.00034,0.40137,274.00522,0.04215,274.00522,0.36524,274.0166,0.07015,274.0166,0.38511,274.00034,0.06552,274.00034,0.19504,274.00522,0.04386,274.00522,0.36572,274.0166,0.06396,274.0166,0.34975
273.48975,0.13472,273.48975,0.40222,273.49445,0.0445,273.49445,0.36054,273.50613,0.07176,273.50613,0.38472,273.48975,0.07385,273.48975,0.19757,273.49445,0.04544,273.49445,0.35997,273.50613,0.06409,273.50613,0.34323
273.01834,0.14839,273.01834,0.40103,272.9837,0.04587,272.9837,0.35817,272.99564,0.07191,272.99564,0.38368,273.01834,0.07217,273.01834,0.19625,272.9837,0.04521,272.9837,0.35534,272.99564,0.06542,272.99564,0.34288
272.50769,0.15122,272.50769,0.40351,272.51221,0.04611,272.51221,0.35258,272.48505,0.0734,272.48505,0.37676,272.50769,0.07355,272.50769,0.19681,272.51221,0.04726,272.51221,0.353,272.48505,0.07006,272.48505,0.34195
271.99704,0.15122,271.99704,0.39799,272.00137,0.04796,272.00137,0.35109,272.01376,0.07399,272.01376,0.37551,271.99704,0.08026,271.99704,0.19137,272.00137,0.05051,272.00137,0.3475,272.01376,0.06645,272.01376,0.33579
271.4863,0.16208,271.4863,0.39799,271.49054,0.05125,271.49054,0.35042,271.50314,0.07424,271.50314,0.37084,271.4863,0.08003,271.4863,0.20159,271.49054,0.05196,271.49054,0.34603,271.50314,0.07001,271.50314,0.33467
271.0148,0.16455,271.0148,0.39799,271.01892,0.05272,271.01892,0.35042,270.99252,0.07424,270.99252,0.36874,271.0148,0.07883,271.0148,0.19356,271.01892,0.05712,271.01892,0.34537,270.99252,0.06594,270.99252,0.33051
270.50406,0.16455,270.50406,0.40352,270.50806,0.05562,270.50806,0.35042,270.48187,0.07399,270.48187,0.36419,270.50406,0.08842,270.50406,0.19625,270.50806,0.05482,270.50806,0.34364,270.48187,0.06616,270.48187,0.32864
269.99319,0.1818,269.99319,0.40352,269.99713,0.05795,269.99713,0.35042,270.0105,0.07399,270.0105,0.35639,269.99319,0.09525,269.99319,0.20297,269.99713,0.05983,269.99713,0.34546,270.0105,0.07189,270.0105,0.32458
269.48239,0.19586,269.48239,0.41732,269.48615,0.06071,269.48615,0.35051,269.49979,0.07424,269.49979,0.35639,269.48239,0.10984,269.48239,0.21034,269.48615,0.07098,269.48615,0.35182,269.49979,0.0616,269.49979,0.3168
269.0108,0.20488,269.0108,0.42398,269.0145,0.07202,269.0145,0.35304,268.98904,0.07758,268.98904,0.35639,269.0108,0.09965,269.0108,0.20691,269.0145,0.074,269.0145,0.3516,268.98904,0.06915,268.98904,0.31764
268.49991,0.21469,268.49991,0.42543,268.50348,0.07508,268.50348,0.35674,268.51755,0.07758,268.51755,0.35639,268.49991,0.10442,268.49991,0.2062,268.50348,0.07751,268.50348,0.34795,268.51755,0.07949,268.51755,0.32624
267.98901,0.21469,267.98901,0.42543,267.99243,0.07865,267.99243,0.35674,268.00677,0.08919,268.00677,0.36065,267.98901,0.10445,267.98901,0.2095,267.99243,0.08068,267.99243,0.35327,268.00677,0.08566,268.00677,0.33781
267.5174,0.21477,267.5174,0.43076,267.48138,0.08186,267.48138,0.35844,267.49594,0.09221,267.49594,0.36604,267.5174,0.11634,267.5174,0.21014,267.48138,0.09218,267.48138,0.35586,267.49594,0.09429,267.49594,0.33783
267.00641,0.23921,267.00641,0.43208,267.00958,0.09353,267.00958,0.36107,266.98511,0.09611,266.98511,0.36065,267.00641,0.11903,267.00641,0.21945,267.00958,0.09237,267.00958,0.36151,266.98511,0.08218,266.98511,0.32143
266.49542,0.24474,266.49542,0.45122,266.49847,0.09353,266.49847,0.36679,266.51355,0.09748,266.51355,0.36065,266.49542,0.12877,266.49542,0.23462,266.49847,0.10138,266.49847,0.3626,266.51355,0.09203,266.51355,0.33121
265.98438,0.26476,265.98438,0.45359,265.98734,0.09372,265.98734,0.3679,266.00266,0.09748,266.00266,0.36065,265.98438,0.14666,265.98438,0.23072,265.98734,0.11099,265.98734,0.38079,266.00266,0.08688,266.00266,0.32025
265.51263,0.30155,265.51263,0.46261,265.5155,0.10287,265.5155,0.38552,265.49173,0.10154,265.49173,0.35932,265.51263,0.15233,265.51263,0.22636,265.5155,0.09164,265.5155,0.37996,265.49173,0.09544,265.49173,0.33702
265.00156,0.30609,265.00156,0.45359,265.0043,0.11261,265.0043,0.38635,264.98077,0.10154,264.98077,0.35932,265.00156,0.15064,265.00156,0.22061,265.0043,0.11455,265.0043,0.3839,264.98077,0.09049,264.98077,0.33499
